PCA Tuned 1,PCA Tuned 2,phrase,label
0.638771059,0.29062841,finnish group,non-cs
0.643584155,0.268084044,fire together wire together,non-cs
0.653636023,0.548012814,first access,non-cs
0.577018604,0.392345323,first add,non-cs
0.441822223,0.469497243,first argument,non-cs
0.677003053,0.436826963,first book,non-cs
0.546423527,0.383467707,first child node,non-cs
0.853190529,0.420505087,first dating back,non-cs
0.504142833,0.607501494,first formalized,non-cs
0.282137763,0.414858252,first graphical standard,non-cs
0.242894253,0.461751554,first humancomputer interface application,non-cs
0.670446066,0.468052702,first introduced,non-cs
0.499619875,0.334860052,first invocation,non-cs
0.280092407,0.295969492,first object instance creation,non-cs
0.447494347,0.509765454,first proposed,non-cs
0.664211917,0.506236338,first published,non-cs
0.645185357,0.375079902,first round,non-cs
0.542447899,0.552740883,first search,non-cs
0.514238971,0.489832759,first studied,non-cs
0.552274527,0.547853832,first suggested,non-cs
0.12590126,0.452804165,first swarm intelligence metaheuristic,non-cs
0.249792022,0.546414581,first systematic work,non-cs
0.81531474,0.390805659,first time,non-cs
0.550491337,0.229067948,first visit leaf nodes,non-cs
0.631496625,0.326537252,fish schooling,non-cs
0.656651858,0.175884197,fitted parabola,non-cs
0.264704646,0.490903346,five principles,non-cs
0.362014109,0.594854979,fixed capacity,non-cs
0.400076088,0.494836658,fixed structures,non-cs
0.609308317,0.268862197,floor space,non-cs
0.120189055,0.450812022,flow analysis,non-cs
0.273888175,0.508259533,focused operating systems also exist,non-cs
0.426053558,0.451988511,following briefly summarizes,non-cs
0.407280564,0.330926097,following paragraphs,non-cs
0.723670459,0.24209663,following three,non-cs
0.367305232,0.373944263,form larger subjects,non-cs
0.304988013,0.391474701,formal description,non-cs
0.271890344,0.295611731,formal languages,non-cs
0.246082114,0.411343577,formal languages studied,non-cs
0.050316383,0.391027222,formal logic,non-cs
0.085965194,0.439432998,formal methods,non-cs
0.129133462,0.643439697,formalized systems investigated,non-cs
0.455760091,0.277168065,formally speaking,non-cs
0.497392458,0.666934861,formerly far end block error,non-cs
0.440346739,0.252173291,forward portion,non-cs
0.399623807,0.545143957,found applications,non-cs
0.327616985,0.482069933,foundational contribution,non-cs
0.473180875,0.325134175,fpgas also make extensive use,non-cs
0.519709068,0.528645663,free content projects,non-cs
0.590209741,0.430027475,free languages,non-cs
0.273078313,0.519449526,free rewriting systems,non-cs
0.572053549,0.254239805,freedom per arm,non-cs
0.694425722,0.552969727,frequently used,non-cs
0.836488893,0.33041443,frozen spots,non-cs
0.693369145,0.351720392,fu xi,non-cs
0.569542267,0.418866122,full title,non-cs
0.212638891,0.414052237,fully automated mode,non-cs
0.656258889,0.357048908,fully extended,non-cs
0.498238665,0.265100751,fully self,non-cs
0.311644968,0.373123134,function 1 calls function 2,non-cs
0.327095799,0.357265829,function 2 calls function 3,non-cs
0.262069829,0.367390658,function 3 calls function 1,non-cs
0.144518005,0.57898597,function evaluates,non-cs
0.277350149,0.457111853,functional programming community,non-cs
0.19656677,0.368498759,functions measuring,non-cs
0.578629321,0.44148654,functions without,non-cs
0.135315725,0.393824805,fundamental concept,non-cs
0.271004527,0.63915172,fundamental limit,non-cs
0.348371131,0.684168417,fundamental limits,non-cs
0.245808158,0.457219981,fundamental operation,non-cs
0.173072755,0.514766165,fundamental principles,non-cs
0.247844496,0.683679394,fundamental requirement,non-cs
0.468421174,0.487073901,furthered researched,non-cs
0.30268156,0.435434585,future capability,non-cs
0.329906602,0.349661163,fuzzy markup language edited,non-cs
0.391708087,0.131103269,fuzzy set defined,non-cs
0.27677799,0.243563307,fuzzy system independently,non-cs
0.52853479,0.358253808,gaming businesses,non-cs
0.686373209,0.554122018,garbage collection handbook,non-cs
0.42220652,0.624469622,gathering information,non-cs
0.705038233,0.442695103,gdel prize,non-cs
0.201105418,0.337467245,general concept,non-cs
0.143539718,0.309299363,general functional gradient boosting perspective,non-cs
0.189437706,0.420927014,general programming languages,non-cs
0.437640338,0.63324995,general question,non-cs
0.499298218,0.243321156,general set,non-cs
0.480036513,0.187387643,general setting,non-cs
0.180623614,0.558170696,generalized answers,non-cs
0.183141504,0.404594884,generalized form,non-cs
0.242021341,0.382314217,generalized max,non-cs
0.314177611,0.360941072,generalizes well,non-cs
0.374367691,0.542245859,generally attributed,non-cs
0.251328693,0.477320151,generally designed,non-cs
0.250377568,0.604489441,generally give prime factors,non-cs
0.630784358,0.597410288,generally slower,non-cs
0.210628695,0.604072985,generate reasonable predictions across,non-cs
0.295471239,0.150231377,generated music plus visualization combinations,non-cs
0.126074256,0.379615684,generated perceptual information,non-cs
0.343113755,0.257619756,generates animated imagery based,non-cs
0.29915353,0.489044271,generates values,non-cs
0.251879418,0.44478538,generic concept,non-cs
0.114425967,0.474783335,generic functions implemented,non-cs
0.181049473,0.474983047,generic process,non-cs
0.110106467,0.493032926,generic programming approach,non-cs
0.195527061,0.474328796,generic programming centers around,non-cs
0.673325818,0.247836952,gentle introduction,non-cs
0.456174367,0.645893534,geographical access control may,non-cs
0.157985102,0.382794796,geometric variation inferred,non-cs
0.711692234,0.349616677,georg cantor,non-cs
0.269613529,0.427083101,german mathematicians richard dedekind,non-cs
0.700258092,0.570660685,get agreement,non-cs
0.630314029,0.261086437,giovanni acampora,non-cs
0.407812284,0.619493185,give better results,non-cs
0.158614876,0.624447409,given criterion,non-cs
0.30997348,0.51723824,given outcome,non-cs
0.294060925,0.366176003,given plaintext,non-cs
0.290475277,0.494368328,given point,non-cs
0.514931404,0.28842782,given qubits,non-cs
0.213069108,0.264874813,given sequence,non-cs
0.428227164,0.244970927,given set,non-cs
0.516994174,0.415519142,given time,non-cs
0.223772613,0.224273147,given vertex,non-cs
0.903305892,0.361020981,gives rise,non-cs
0.185052434,0.401863639,giving several semantics linked,non-cs
0.20020287,0.461368884,global approach,non-cs
0.440199193,0.225472623,global pooling layers along,non-cs
0.313336217,0.454427589,global robustness,non-cs
0.353132935,0.47223938,global search properties,non-cs
0.553228603,0.240949597,go onto compact discs,non-cs
0.572248198,0.397296099,good behavior,non-cs
0.309776887,0.362802868,good clustering,non-cs
0.472524097,0.33659009,google images,non-cs
0.42102912,0.41327834,google paired,non-cs
0.400080575,0.527752561,gordon research conference,non-cs
0.461880226,0.510401333,gradient boosting combines weak,non-cs
0.343760699,0.381719665,gradient boosting originated,non-cs
0.260923464,0.366069409,graphics system may combine,non-cs
0.689254572,0.282404078,great interest,non-cs
0.682246528,0.17800204,green versace dress,non-cs
0.516260566,0.171036284,growable array,non-cs
0.753164952,0.756955644,guaranteed worst,non-cs
0.127225144,0.384842844,hand calculations,non-cs
0.593160676,0.534308918,handle changes,non-cs
0.152751779,0.394579254,handle sequence data,non-cs
0.413579252,0.6012674,hard problem,non-cs
0.503391378,0.638125724,hard problems,non-cs
0.220382802,0.401382398,hardware architecture devoted,non-cs
0.421181801,0.375263374,hash join designed,non-cs
0.375275626,0.352876294,hash table approaches maximum capacity,non-cs
0.320058896,0.324693119,helmholtz machine contains two networks,non-cs
0.422131595,0.422144619,helmholtz machines may also,non-cs
0.552656127,0.784893303,help prevent,non-cs
0.560569387,0.433339053,hermann von helmholtz,non-cs
0.314715321,0.220025966,hexadecimal floating point  base eight,non-cs
0.442134493,0.557976233,hidden state reparameterizations,non-cs
0.379976759,0.508432431,hierarchy based,non-cs
0.459505941,0.264749555,high accuracy,non-cs
0.589049235,0.425543227,high degree,non-cs
0.498841395,0.357299399,higher level,non-cs
0.536142572,0.707257838,higher standards,non-cs
0.470634284,0.48934341,highly likely,non-cs
0.457015876,0.291358954,highly tailored,non-cs
0.548442355,0.316802937,highway map,non-cs
0.750208675,0.258655487,hilarie orman,non-cs
0.212035717,0.42815366,hm that finds the position of a target value within a sorted array. !! In computer science,non-cs
0.346414093,0.382949258,hobbyist computers like,non-cs
0.095323652,0.510065636,holistic measure,non-cs
0.460453436,0.288735239,hollywood principle,non-cs
0.742778515,0.257248193,honey bee swarm,non-cs
0.544375289,0.545663592,hospital environments,non-cs
0.786206664,0.370964011,hot spots,non-cs
0.809543762,0.416780528,hui wang,non-cs
0.2549982,0.322076732,human behaviour explained,non-cs
0.463317385,0.200703172,human body,non-cs
0.594646318,0.404533621,human drivers,non-cs
0.243982646,0.240539719,human mind,non-cs
0.421948812,0.181150217,human movement primarily used,non-cs
0.589822541,0.181788381,human person,non-cs
0.520266243,0.525316669,human presence detection,non-cs
0.389481494,0.543075763,human presence detection technologies,non-cs
0.39048795,0.292329686,human use,non-cs
0.382979779,0.402144191,humanoid robots typically,non-cs
0.264975584,0.41456557,hypothetical scenario,non-cs
0.415906438,0.531730296,ibm code pages 037,non-cs
0.140743387,0.383129978,ideal logic gate,non-cs
0.313196047,0.271467521,ideal physical device,non-cs
0.25443961,0.225917512,idealized model,non-cs
0.279758332,0.279635871,idealized switches,non-cs
0.623261421,0.872486451,identify abnormalities,non-cs
0.44977755,0.677288044,identify compounds,non-cs
0.750833724,0.978652323,identify defects,non-cs
0.554536421,0.613990898,identify regions,non-cs
0.488415779,0.486609582,ieee international symposium,non-cs
0.560807387,0.856634233,ignoring potential problems,non-cs
0.598469199,0.520418246,iii argue,non-cs
0.44412256,0.431778644,image search,non-cs
0.272351917,0.422583951,immediate substructures,non-cs
0.460063183,0.044093582,immersive sensations,non-cs
0.29210412,0.451358054,immune system,non-cs
0.071065057,0.510959731,implement algorithms,non-cs
0.147576101,0.447990461,implement computing tasks,non-cs
0.187090281,0.274818655,implement dynamic sets,non-cs
0.045067964,0.353285753,implemented boolean algebra,non-cs
0.232168745,0.484020083,implementing active networking concepts,non-cs
0.624071456,0.398802157,implements short,non-cs
0.403923116,0.402257578,important example,non-cs
0.487754437,0.381648733,important intangible exchanges,non-cs
0.461229785,0.475798802,important role,non-cs
0.367070459,0.481215437,important task,non-cs
0.440369438,0.496548357,important topics,non-cs
0.471808721,0.418423955,impractically high bandwidth requirements,non-cs
0.349102929,0.630109777,improve efficiency,non-cs
0.489153231,0.399144161,improve physical,non-cs
0.211354412,0.56165147,improve prediction,non-cs
0.562669952,0.726598584,inadequate communication infrastructure,non-cs
0.210148996,0.513121232,include predicates,non-cs
0.298223985,0.418278267,includes double hashing functionality,non-cs
0.322160506,0.644433418,includes supporting planning,non-cs
0.517146315,0.675438861,including brain damage,non-cs
0.247124327,0.439159609,including engineering,non-cs
0.264764988,0.495217507,including expression evaluation,non-cs
0.44773114,0.289351277,including meteorology,non-cs
0.617143713,0.806387068,including plagiarism detection,non-cs
0.61770754,0.188589696,including underwater,non-cs
0.467235984,0.089894687,including visual,non-cs
0.308462671,0.447609965,inclusion function j,non-cs
0.468983299,0.672655821,incorrect answer,non-cs
0.691283561,0.22900676,increasing one,non-cs
0.476087355,0.43595382,increasingly online communication patterns,non-cs
0.658159042,0.418661622,increasingly used,non-cs
0.536514303,0.445108911,independent areas,non-cs
0.429530643,0.685814709,independent call control,non-cs
0.123003871,0.555509274,independent classification tasks,non-cs
0.167792979,0.436980455,independent processors,non-cs
0.18579873,0.466716773,independent software entities interact,non-cs
0.415517357,0.658203565,indicates whether,non-cs
0.226672531,0.403832016,indicator function ia,non-cs
0.173078632,0.406052359,indicator functions,non-cs
0.258758883,0.312537389,indirect recursion occurs,non-cs
0.669547732,0.249657258,individual gates,non-cs
0.547313395,0.369406696,individual speaker reads text,non-cs
0.446815044,0.3404226,induction of regular languages,non-cs
0.140754517,0.37110285,inductive principle,non-cs
0.623251127,0.099743697,inductive step,non-cs
0.418834513,0.614102621,industry consortium,non-cs
0.322128114,0.165391998,informal way,non-cs
0.527732844,0.596199231,information may,non-cs
0.100808707,0.422396429,information processing paradigms inspired,non-cs
0.143651787,0.456509108,information technology methods,non-cs
0.178601519,0.533063812,information technologysystems designsoftware design descriptions,non-cs
0.510096997,0.529686476,inherent difficulty,non-cs
0.538924575,0.501674344,inheritance typically begins,non-cs
0.441603904,0.426894484,initial conditions,non-cs
0.346538374,0.605007511,initially considered,non-cs
0.275923077,0.26752972,input devices  physical environments,non-cs
0.236138686,0.507534917,input number,non-cs
0.375069385,0.402827238,inputs get bigger,non-cs
0.045126697,0.439025358,inspired computational methodologies,non-cs
0.213114628,0.298539527,inspired computing,non-cs
0.185549609,0.35082272,inspired computing relates,non-cs
0.159930757,0.344399123,inspired computing uses,non-cs
0.643072629,0.619980724,instance zero rise time,non-cs
0.709965709,0.197751906,instances seen,non-cs
0.233992527,0.427713596,instead written generically,non-cs
0.309052147,0.352478665,instruction multiple,non-cs
0.502565122,0.715532141,insurance company,non-cs
0.246626513,0.565410837,integrated development environments,non-cs
0.353460373,0.320518185,intelligent foraging behaviour,non-cs
0.458823883,0.617157949,intensive care settings,non-cs
0.404796923,0.216683186,interactive experience,non-cs
0.264460028,0.442948262,interdisciplinary field,non-cs
0.248476104,0.440400903,interdisciplinary subfield,non-cs
0.756400103,0.382930615,interest grew,non-cs
0.403051685,0.700220556,interfaces recommendation introduces,non-cs
0.327589799,0.489606889,interfaces workshop,non-cs
0.398803372,0.275940528,interlinked set,non-cs
0.436066233,0.646011761,intermediate representation,non-cs
0.454820452,0.502724759,intermediate storage,non-cs
0.296849664,0.41020273,internal state,non-cs
0.474109664,0.596385134,internal state changes,non-cs
0.345249616,0.453752313,internally use,non-cs
0.337420024,0.50785387,internet routing registry works,non-cs
0.096747519,0.424676266,interpret svm models,non-cs
0.513354659,0.588049668,intersection condition,non-cs
0.777982781,0.672920745,intolerably bad,non-cs
0.33372929,0.521456159,introductory computer science classes,non-cs
0.189574647,0.305470692,intuitionistic equivalents,non-cs
0.224884435,0.324504821,intuitive notion,non-cs
0.09566304,0.368549197,intuitive way using information,non-cs
0.164346309,0.330547957,intuitively understood,non-cs
0.071949316,0.444732571,inverse iteration algorithm requires solving,non-cs
0.271426022,0.692300561,investigating solutions,non-cs
0.520022537,0.265587795,involve large amounts,non-cs
0.577391506,0.215525103,involved merging,non-cs
0.655435787,0.291957484,involves looking,non-cs
0.460147567,0.41435556,ip  interpreted,non-cs
0.386431862,0.522425184,isolated vocabulary,non-cs
0.150816183,0.395549797,isolation exploiting semantics,non-cs
0.451957426,0.616092926,iteration replacing,non-cs
0.470473021,0.426248021,iterations converges,non-cs
0.354043514,0.263983179,iterative fashion,non-cs
0.168318568,0.463047078,iteratively solving,non-cs
0.180150608,0.308387094,iterator concept,non-cs
0.550926772,0.405639801,iterators pointing,non-cs
0.736026071,0.368664065,jennifer lopez worn,non-cs
0.705654947,0.46726346,john biggs,non-cs
0.703215559,0.477931155,john mccarthy,non-cs
0.509161056,0.390086338,join operation,non-cs
0.591315886,0.538488812,joint international conference,non-cs
0.169586311,0.34537727,joint parameters,non-cs
0.795963485,0.472631637,jonathan baxter,non-cs
0.616411242,0.335983943,joseph hodges,non-cs
0.356460262,0.607719488,judged primarily,non-cs
0.630139745,0.397254773,julius caesar,non-cs
0.289597598,0.389509488,k - sparse graphs,non-cs
0.828062566,0.397130617,kevin fall started,non-cs
0.108303397,0.440643763,key algorithm,non-cs
0.425038686,0.414521462,key distinction,non-cs
0.445723425,0.353680865,key greater,non-cs
0.576567246,0.460467188,key properties,non-cs
0.446951186,0.409094979,key role,non-cs
0.512817525,0.592767998,lacks specialized features,non-cs
0.235829117,0.234693905,laman graphs arising,non-cs
0.568940213,0.271651706,lance fortnow,non-cs
0.50762058,0.39186017,landmark points,non-cs
0.341268676,0.259897682,langevin dynamics,non-cs
0.639141123,0.121929323,large body,non-cs
0.066790249,0.385434379,large deep generative models,non-cs
0.524781827,0.282827036,large number,non-cs
0.171150425,0.305997023,large sparse matrices,non-cs
0.377371457,0.315412491,large values,non-cs
0.520557113,0.358218143,large workspace,non-cs
0.328881835,0.430319835,largely based,non-cs
0.369832217,0.253440549,larger scale,non-cs
0.435424023,0.582942032,larger services infrastructure called,non-cs
0.563339509,0.501121513,larry stockmeyer  proceedings,non-cs
0.695456713,0.267146778,lars rnnbck,non-cs
0.452832133,0.249881901,laser lighting display,non-cs
0.606500679,0.438058471,last child node,non-cs
0.6503767,0.39128125,last step,non-cs
0.580781076,0.406210589,last two categories,non-cs
0.661469973,0.471106702,later expanded,non-cs
0.608785345,0.417435103,later used,non-cs
0.746457079,0.392188808,latter asks,non-cs
0.402662248,0.433270015,latter case form,non-cs
0.712968106,0.202416649,latter might,non-cs
0.391641498,0.195280922,latter notion,non-cs
0.462057362,0.41899943,launched google image search,non-cs
0.552347861,0.724138075,laws commonly apply,non-cs
0.616399232,0.54946198,lazy inheritance,non-cs
0.604231902,0.235329411,lazy loading,non-cs
0.440292518,0.231861644,lazy loading demonstrated,non-cs
0.469565968,0.402559297,lazy loading mozilla web dev,non-cs
0.619045564,0.3482242,lcfrs  one,non-cs
0.295736917,0.396445555,lcfrs grammar,non-cs
0.11915107,0.438155081,lda  normal discriminant analysis,non-cs
0.341625784,0.582378557,leading ai textbooks define,non-cs
0.559009358,0.59516932,leak information,non-cs
0.433062818,0.357636215,learn interactions following,non-cs
0.438442437,0.637611324,learners become aware,non-cs
0.293091588,0.392112298,learning state,non-cs
0.798059749,0.465933542,least astonishment,non-cs
0.861224702,0.494733277,least one,non-cs
0.806528515,0.613016673,least one member,non-cs
0.808498482,0.498744201,least surprise,non-cs
0.426719764,0.462659288,lecture notes,non-cs
0.876170978,0.378461523,left child,non-cs
0.591943794,0.255566839,left subtree,non-cs
0.295511221,0.495146075,legal concept distinct,non-cs
0.708413154,0.44464846,leo breiman,non-cs
0.733155748,0.551431445,less common varieties,non-cs
0.61328524,0.597146451,less costly,non-cs
0.663580014,0.64488861,less detailed descriptions,non-cs
0.816808687,0.679013375,less died,non-cs
0.74353327,0.475750938,less like,non-cs
0.395116871,0.535748469,level details,non-cs
0.273377426,0.490628559,level tasks,non-cs
0.819849946,0.187613665,light entering,non-cs
0.397696341,0.303213629,lightweight application,non-cs
0.580185277,0.111551562,like aspect,non-cs
0.34040087,0.308948044,like crash simulations,non-cs
0.587163061,0.041298998,like environment,non-cs
0.456078176,0.18173512,like flexibility,non-cs
0.568706393,0.504454607,like many consumer cpus today,non-cs
0.548522456,0.065886965,like strings,non-cs
0.257240232,0.262750856,like syntax,non-cs
0.303719779,0.23232487,like topology,non-cs
0.427214462,0.426452491,likely possibilities often obtained,non-cs
0.462770741,0.56724868,limited comparison,non-cs
0.618435445,0.767662709,limited information,non-cs
0.553993202,0.608489391,limited number,non-cs
0.055435277,0.379897404,linear discriminant,non-cs
0.217278802,0.188644057,linear frequency,non-cs
0.553125246,0.363716619,lines representing,non-cs
0.325693677,0.400041823,linguistic notations,non-cs
0.171724149,0.330228646,linguistic theory,non-cs
0.494372935,0.403185545,links connected,non-cs
0.381086574,0.36069611,list elements,non-cs
0.600283298,0.724770054,listed directly,non-cs
0.124317541,0.409171783,literal implementation,non-cs
0.237698443,0.274168544,little computation,non-cs
0.534766738,0.371970142,little effect,non-cs
0.763530408,0.423736858,llew mason,non-cs
0.6354052,0.434800901,llewellyn thomas,non-cs
0.399948914,0.414747057,local approach,non-cs
0.415765144,0.427637656,local eigenmodes,non-cs
0.694978339,0.466928574,local searching,non-cs
0.43278008,0.157015603,logic gates,non-cs
0.183581381,0.206968084,logical objects,non-cs
0.11298385,0.359818994,logical operation performed,non-cs
0.174082358,0.379155927,logical point,non-cs
0.217001871,0.347068273,logically associated,non-cs
0.137481475,0.305063731,logically orthogonal aspects,non-cs
0.597803951,0.344662418,long history,non-cs
0.303229855,0.359603649,long range numerical weather prediction,non-cs
0.447289592,0.457874208,longer completely define,non-cs
0.627565657,0.439931219,longer periods,non-cs
0.570889084,0.286288708,loop come,non-cs
0.450639721,0.424142377,loop interchange depends,non-cs
0.532656888,0.433700147,loop interchange may lead,non-cs
0.491831128,0.428355666,low bytes,non-cs
0.496744339,0.559743208,low cpu usage,non-cs
0.547876923,0.430545069,lower bound,non-cs
0.658452548,0.50322898,lower bounds,non-cs
0.722049331,0.318656767,lower lip,non-cs
0.345071178,0.604945657,machine ethics differs,non-cs
0.249252632,0.533179101,machine learning algorithm studied since 1970s,non-cs
0.10371863,0.384172628,machine learning technique used,non-cs
0.241471914,0.327211405,made machines,non-cs
0.392642229,0.428473938,made possible,non-cs
0.383150413,0.37246067,made sense,non-cs
0.443615663,0.237932594,made visible,non-cs
0.295408188,0.280429632,magnetic storage media,non-cs
0.361847011,0.254380569,magnetic tapes,non-cs
0.437407315,0.369682761,main advantage,non-cs
0.454711544,0.528979259,main benefit,non-cs
0.462320008,0.384896907,main difference,non-cs
0.254983612,0.328623738,main foci,non-cs
0.366846054,0.415558227,main operation performed,non-cs
0.161977282,0.526759005,main principles,non-cs
0.632225297,0.288262967,main property,non-cs
0.443595773,0.652769777,maintain ordered lists,non-cs
0.588060365,0.648546416,major challenges,non-cs
0.560431984,0.543571072,major conference,non-cs
0.394863705,0.464284698,major innovations,non-cs
0.554877126,0.798708035,major problem,non-cs
0.326458971,0.38204179,major purpose,non-cs
0.348985644,0.438228331,major subset,non-cs
0.300881761,0.2834859,making unit situated,non-cs
0.348083176,0.669031242,managing information,non-cs
0.12913992,0.32744363,manipulate using standard dense,non-cs
0.436107743,0.479313131,many applications,non-cs
0.452615112,0.485907954,many applications especially,non-cs
0.265192108,0.371206816,many binary search trees,non-cs
0.715455934,0.365736548,many block ciphers,non-cs
0.461127612,0.305290091,many devices,non-cs
0.503175244,0.108940905,many different limbs,non-cs
0.136982562,0.317935444,many different matrix decompositions,non-cs
0.401527658,0.340460671,many disciplines,non-cs
0.779014151,0.564896054,many divide,non-cs
0.410663619,0.39104797,many factors,non-cs
0.735194657,0.255855017,many fields,non-cs
0.482599587,0.310365355,many forms,non-cs
0.29296841,0.394202484,many hypothesized types,non-cs
0.214987555,0.421893904,many important complexity classes,non-cs
0.360909722,0.326964166,many interdisciplinary socio,non-cs
0.574583469,0.281711044,many languages,non-cs
0.262941123,0.515433214,many memory debuggers require applications,non-cs
0.161025853,0.467784308,many optimization methods use,non-cs
0.863215752,0.319741148,many people,non-cs
0.266830044,0.547856842,many popular primality tests,non-cs
0.322279491,0.509499287,many potential implementations,non-cs
0.253517364,0.362317579,many programming languages,non-cs
0.700277074,0.291927708,many properties,non-cs
0.206517415,0.550085843,many register allocation approaches optimize,non-cs
0.594545052,0.25525333,many types,non-cs
0.682642217,0.222110366,many varieties,non-cs
0.216319094,0.213279176,map making world,non-cs
0.481731178,0.400481831,map updates,non-cs
0.376557782,0.241481166,mapping entirely determined,non-cs
0.187952342,0.314391491,maps precisely,non-cs
0.667414974,0.439024552,marcus frean,non-cs
0.638996334,0.199625229,marian petre,non-cs
0.693176837,0.41514485,mario szegedy,non-cs
0.662609692,0.468742002,mark torgerson,non-cs
0.616122755,0.311103162,markov property described,non-cs
0.366923479,0.392222868,markov random field may,non-cs
0.275173058,0.519503477,matching input,non-cs
0.191293679,0.381224177,materials science,non-cs
0.057841321,0.449597405,mathematical computability theorists study,non-cs
0.073586245,0.36626889,mathematical extension,non-cs
0.132390399,0.428107394,mathematical fields,non-cs
0.0749445,0.505062008,mathematical foundations,non-cs
0.047142336,0.505268216,mathematical optimization problem including constraints,non-cs
0.079683073,0.500637012,mathematical optimization problems involving,non-cs
0.238680869,0.678161447,mathematical proof certifying,non-cs
0.035315015,0.395682928,mathematical reasoning,non-cs
0.191853743,0.43039154,mathematical sciences,non-cs
0.029668047,0.406864801,mathematical systems theory,non-cs
0.03845451,0.42709549,mathematical tool designed,non-cs
0.137648125,0.435916221,mathematics focused,non-cs
0.035053658,0.390028741,matrix algorithms,non-cs
0.283881867,0.268918305,matrix containing,non-cs
0.155075888,0.195596636,matrix structures,non-cs
0.763193912,0.485115671,matthew kwan,non-cs
0.639887987,0.359147856,matthias braun,non-cs
0.242686433,0.339385877,maximal number,non-cs
0.279511744,0.47072219,maximize use,non-cs
0.49562245,0.391855126,maximizing comfort,non-cs
0.425161795,0.37546444,maximum amount,non-cs
0.36869441,0.395913447,maximum value,non-cs
0.722492277,0.469056396,may also,non-cs
0.36606674,0.705719611,may also include accounting software,non-cs
0.443262407,0.445177471,may execute,non-cs
0.616729121,0.690028947,may improve,non-cs
0.275215617,0.463958383,may include pointer functions,non-cs
0.581881359,0.66458933,may lack continuous network connectivity,non-cs
0.313389469,0.479239693,may recognize known ciphertexts,non-cs
0.708064402,0.67806921,may refer,non-cs
0.345927247,0.535132643,may use knowledge,non-cs
0.434333949,0.632674468,mccarthy evaluation,non-cs
0.420775972,0.428838559,mcgurk effect arises,non-cs
0.287077629,0.387096696,mcgurk effect based,non-cs
0.110404351,0.398338145,md simulations,non-cs
0.167573312,0.359554327,measure molecular dynamics,non-cs
0.347366811,0.479760131,measuring properties,non-cs
0.077397058,0.33572242,mechanical systems,non-cs
0.656196921,0.422693573,media player known,non-cs
0.350378823,0.44986748,mediated communications,non-cs
0.24686891,0.30488651,mediated reality,non-cs
0.334315175,0.577910475,medical imaging also establishes,non-cs
0.42717246,0.683385961,medical reasons,non-cs
0.481758252,0.648883712,meet third normal form standards,non-cs
0.478228673,0.427151827,meet third normal form would,non-cs
0.32685711,0.556678236,meeting software requirements rather,non-cs
0.344893324,0.56090035,membership inference,non-cs
0.367682762,0.606382035,membership inference attacks,non-cs
0.17018385,0.475711699,memory debuggers work,non-cs
0.504716026,0.753392586,memory leaks due,non-cs
0.323510824,0.431727506,mental states,non-cs
0.498109235,0.693191264,mental weaknesses,non-cs
0.547314595,0.604002825,mentioned explicitly,non-cs
0.353282751,0.419133065,merge operation,non-cs
0.296554943,0.318749294,mergeable heap structures,non-cs
0.263053492,0.525643523,messaging open service interface definition,non-cs
0.324018953,0.564414501,metacognition concerned,non-cs
0.099337739,0.414914273,method used,non-cs
0.090580404,0.603583811,methods defined,non-cs
0.173717741,0.414316705,methods including,non-cs
0.285609451,0.513565833,methods may,non-cs
0.484135202,0.544007788,metric facility location problem,non-cs
0.422481195,0.264059477,metric k-center,non-cs
0.727372647,0.393534869,michael collins,non-cs
0.758506035,0.479178696,michael halliday,non-cs
0.229056821,0.397549031,microbial intelligence,non-cs
0.343515001,0.456406309,microsoft created,non-cs
0.262831521,0.46387995,microsoft developed,non-cs
0.512719816,0.522791786,microsoft since,non-cs
0.369745424,0.591756526,might also need memory debuggers,non-cs
0.607810658,0.388202147,might contain,non-cs
0.38919273,0.593514061,might instead make cryptanalysis easier,non-cs
0.488155388,0.564272747,might specify,non-cs
0.422633299,0.432097336,military significance,non-cs
0.348271226,0.389564209,min item allocation,non-cs
0.326039945,0.721869116,minimal evaluation,non-cs
0.407814199,0.662169202,minimizing cost,non-cs
0.420589006,0.588211389,minimum capacity,non-cs
0.651853896,0.720143487,minimum cut,non-cs
0.200189487,0.534701509,minimum feedback arc set,non-cs
0.505059129,0.588451849,misleading equivalence,non-cs
0.375072108,0.462216767,mit open courseware,non-cs
0.719308024,0.557189412,mit press,non-cs
0.389075809,0.569560717,mit scheme,non-cs
0.777810594,0.431275802,mitchell waldrop,non-cs
0.464214442,0.179722609,mixed reality,non-cs
0.178490876,0.439936033,modality studied,non-cs
0.193152828,0.364327794,model context,non-cs
0.052955445,0.350290678,model nonlinear processes,non-cs
0.256076633,0.214532264,model sequences,non-cs
0.549277429,0.210655788,model various low,non-cs
0.172250199,0.564886882,modeling systems,non-cs
0.562079661,0.417789743,models need,non-cs
0.222880399,0.398147946,modern application,non-cs
0.46175445,0.375692647,modern branch,non-cs
0.236393542,0.421039085,modern practice offers essentially,non-cs
0.195974207,0.55764529,modern robust optimization deals primarily,non-cs
0.421212984,0.342659798,modern self,non-cs
0.204125199,0.472713221,modern study,non-cs
0.323032206,0.343256923,modern technology,non-cs
0.228340797,0.564311548,modify class prototype,non-cs
0.15692599,0.356302647,molecular biology,non-cs
0.176616614,0.345105169,molecular dynamics generally leads,non-cs
0.057356059,0.302408926,molecular dynamics models,non-cs
