tSNE Untuned 0,tSNE Untuned 1,phrase,label
0.152238272,0.651876161,first add,non-cs
0.144312912,0.65518158,first argument,non-cs
0.128825476,0.660453869,first book,non-cs
0.123095247,0.655600582,first child node,non-cs
0.128540829,0.672259069,first dating back,non-cs
0.133683689,0.660860291,first formalized,non-cs
0.127096721,0.659127393,first graphical standard,non-cs
0.422061955,0.059205142,first humancomputer interface application,non-cs
0.129001457,0.666786684,first introduced,non-cs
0.135874296,0.658313585,first invocation,non-cs
0.131216455,0.655393704,first object instance creation,non-cs
0.130789965,0.664799314,first proposed,non-cs
0.128717794,0.664988609,first published,non-cs
0.139843095,0.654916409,first round,non-cs
0.145095342,0.653975135,first search,non-cs
0.127310185,0.665140877,first studied,non-cs
0.13540639,0.663685337,first suggested,non-cs
0.434006999,0.064756266,first swarm intelligence metaheuristic,non-cs
0.128267656,0.659499707,first systematic work,non-cs
0.129300966,0.663500906,first time,non-cs
0.502984058,0.548474025,first visit leaf nodes,non-cs
0.65881135,0.438227576,fish schooling,non-cs
0.239886011,0.580223787,fitted parabola,non-cs
0.691592445,0.531141272,five principles,non-cs
0.569340637,0.900887751,fixed capacity,non-cs
0.576581562,0.904980932,fixed structures,non-cs
0.292003234,0.433666078,floor space,non-cs
0.343880045,0.424477259,flow analysis,non-cs
0.91190538,0.566286823,focused operating systems also exist,non-cs
0.388732504,0.514519849,following briefly summarizes,non-cs
0.31030285,0.536179125,following paragraphs,non-cs
0.743773988,0.533577119,following three,non-cs
0.556356736,0.807259232,form larger subjects,non-cs
0.145593409,0.80553751,formal description,non-cs
0.143532253,0.805122933,formal languages,non-cs
0.141991762,0.804591224,formal languages studied,non-cs
0.144575726,0.805632158,formal logic,non-cs
0.144421185,0.805315351,formal methods,non-cs
0.384626528,0.376253437,formalized systems investigated,non-cs
0.151506001,0.806112615,formally speaking,non-cs
0.815122968,0.745229633,formerly far end block error,non-cs
0.42851462,0.555931838,forward portion,non-cs
0.356061955,0.604326407,found applications,non-cs
0.427338281,0.755092019,foundational contribution,non-cs
0.914186054,0.570295746,fpgas also make extensive use,non-cs
0.391693793,0.96258788,free content projects,non-cs
0.39382538,0.961520198,free languages,non-cs
0.391488602,0.962346062,free rewriting systems,non-cs
0.381608697,0.962322868,freedom per arm,non-cs
0.542483423,0.750336943,frequently used,non-cs
0.749807813,0.858553557,frozen spots,non-cs
0.546914686,0.544569241,fu xi,non-cs
0.262363934,0.737548962,full title,non-cs
0.301610381,0.775593872,fully automated mode,non-cs
0.259300874,0.742055579,fully extended,non-cs
0.29994693,0.77137245,fully self,non-cs
0.81399028,0.447747623,function 1 calls function 2,non-cs
0.742802726,0.520306027,function 2 calls function 3,non-cs
0.742348655,0.520301613,function 3 calls function 1,non-cs
0.369217269,0.443443665,function evaluates,non-cs
0.244023492,0.245724174,functional programming community,non-cs
0.372131591,0.446768238,functions measuring,non-cs
0.659538311,0.907181614,functions without,non-cs
0.431346273,0.759409323,fundamental concept,non-cs
0.746801031,0.691632346,fundamental limit,non-cs
0.747188487,0.693256783,fundamental limits,non-cs
0.426395016,0.759644445,fundamental operation,non-cs
0.427057754,0.761982983,fundamental principles,non-cs
0.435046019,0.760534111,fundamental requirement,non-cs
0.316879305,0.557949791,furthered researched,non-cs
0.473524349,0.610002756,future capability,non-cs
0.927322791,0.842261529,fuzzy markup language edited,non-cs
0.927598652,0.843838099,fuzzy set defined,non-cs
0.595462619,0.929819841,fuzzy system independently,non-cs
0.206534365,0.101509596,gaming businesses,non-cs
1,0.662614251,garbage collection handbook,non-cs
0.274738763,0.466940499,gathering information,non-cs
0.534760899,0.48780349,gdel prize,non-cs
0.418016082,0.681238616,general concept,non-cs
0.062543736,0.600789322,general functional gradient boosting perspective,non-cs
0.280517621,0.249880503,general programming languages,non-cs
0.42809485,0.676232295,general question,non-cs
0.426305413,0.676044337,general set,non-cs
0.424090962,0.677630195,general setting,non-cs
0.662694203,0.529043066,generalized answers,non-cs
0.663015851,0.527278034,generalized form,non-cs
0.664095397,0.522986728,generalized max,non-cs
0.371330595,0.683613882,generalizes well,non-cs
0.42405143,0.672368194,generally attributed,non-cs
0.422868912,0.685138546,generally designed,non-cs
0.390826411,0.732637587,generally give prime factors,non-cs
0.710552952,0.923239493,generally slower,non-cs
0.294558763,0.847905055,generate reasonable predictions across,non-cs
0.066811913,0.545554607,generated music plus visualization combinations,non-cs
0.264188264,0.463319574,generated perceptual information,non-cs
0.173714139,0.44954105,generates animated imagery based,non-cs
0.39439628,0.470409536,generates values,non-cs
0.604087751,0.897369301,generic concept,non-cs
0.491914288,0.316860403,generic functions implemented,non-cs
0.492229549,0.318961537,generic process,non-cs
0.601141629,0.896829699,generic programming approach,non-cs
0.601239651,0.896678562,generic programming centers around,non-cs
0.444776776,0.952362262,gentle introduction,non-cs
0.856927196,0.536889355,geographical access control may,non-cs
0.557252996,0.402496158,geometric variation inferred,non-cs
0.600089632,0.496500353,georg cantor,non-cs
0.705355759,0.254509807,german mathematicians richard dedekind,non-cs
0.308621915,0.679399605,get agreement,non-cs
0.571047285,0.538696782,giovanni acampora,non-cs
0.21543573,0.843053181,give better results,non-cs
0.411794971,0.615668177,given criterion,non-cs
0.414118865,0.615463058,given outcome,non-cs
0.554754312,0.901937551,given plaintext,non-cs
0.413783731,0.617957698,given point,non-cs
0.455133157,0.46956239,given qubits,non-cs
0.4132822,0.613303882,given sequence,non-cs
0.412255441,0.617875742,given set,non-cs
0.43235222,0.621295683,given time,non-cs
0.621411799,0.606247963,given vertex,non-cs
0.3519408,0.641277163,gives rise,non-cs
0.758317526,0.622237106,giving several semantics linked,non-cs
0.13851397,0.576209518,global approach,non-cs
0.137565831,0.576697537,global pooling layers along,non-cs
0.136509878,0.578024312,global robustness,non-cs
0.136596688,0.576168176,global search properties,non-cs
0.183573849,0.07425007,go onto compact discs,non-cs
0.297464726,0.882702588,good behavior,non-cs
0.286930093,0.908941681,good clustering,non-cs
0.409023453,0.000231942,google images,non-cs
0.408987943,0.000240359,google paired,non-cs
0.231191706,0.347845723,gordon research conference,non-cs
0.763105997,0.963703335,gradient boosting combines weak,non-cs
0.062281993,0.6005165,gradient boosting originated,non-cs
0.877349164,0.523258946,graphics system may combine,non-cs
0.496786986,0.792738007,great interest,non-cs
0.547600094,0.680771636,green versace dress,non-cs
0.323831424,0.660419835,growable array,non-cs
0.762920815,0.794113349,guaranteed worst,non-cs
0.325065282,0.384050612,hand calculations,non-cs
0.617855633,0.574856417,handle changes,non-cs
0.491414219,0.285598865,handle sequence data,non-cs
0.720542288,0.743787214,hard problem,non-cs
0.719549301,0.742574999,hard problems,non-cs
0.271820496,0.28907276,hardware architecture devoted,non-cs
0.902271788,0.365596911,hash join designed,non-cs
0.372642258,0.726815913,hash table approaches maximum capacity,non-cs
0.451807912,0.272779011,helmholtz machine contains two networks,non-cs
0.908236308,0.560655361,helmholtz machines may also,non-cs
0.459911288,0.560584392,help prevent,non-cs
0.602995671,0.499166423,hermann von helmholtz,non-cs
0.688033787,0.500445542,hexadecimal floating point  base eight,non-cs
0.834488416,0.796858123,hidden state reparameterizations,non-cs
0.454758856,0.420136266,hierarchy based,non-cs
0.440513025,0.804215945,high accuracy,non-cs
0.521147344,0.786345532,high degree,non-cs
0.474011721,0.810870796,higher level,non-cs
0.467070654,0.813095458,higher standards,non-cs
0.47140448,0.781143125,highly likely,non-cs
0.518890531,0.784766193,highly tailored,non-cs
0.273863644,0.505552611,highway map,non-cs
0.560359603,0.517792521,hilarie orman,non-cs
0.299309206,0.080600684,hm that finds the position of a target value within a sorted array. !! In computer science,non-cs
0.245262725,0.105101669,hobbyist computers like,non-cs
0.388317073,0.891204765,holistic measure,non-cs
0.503627308,0.505352163,hollywood principle,non-cs
0.677568131,0.123964925,honey bee swarm,non-cs
0.239591725,0.484616839,hospital environments,non-cs
0.492628444,0.791853372,hot spots,non-cs
0.546475952,0.547483388,hui wang,non-cs
0.156190243,0.486746662,human behaviour explained,non-cs
0.144867235,0.481044785,human body,non-cs
0.146203049,0.484807822,human drivers,non-cs
0.149995605,0.483841647,human mind,non-cs
0.458095715,0.705490965,human movement primarily used,non-cs
0.146360234,0.484082016,human person,non-cs
0.151145405,0.495114559,human presence detection,non-cs
0.150961338,0.496047923,human presence detection technologies,non-cs
0.151750018,0.485047391,human use,non-cs
0.234744747,0.15933442,humanoid robots typically,non-cs
0.816486298,0.559482648,hypothetical scenario,non-cs
0.312789097,0.02299598,ibm code pages 037,non-cs
0.342156819,0.855446954,ideal logic gate,non-cs
0.301279881,0.880270787,ideal physical device,non-cs
0.29355592,0.82398675,idealized model,non-cs
0.292159414,0.822309304,idealized switches,non-cs
0.841164772,0.734375787,identify abnormalities,non-cs
0.242146337,0.5157096,identify compounds,non-cs
0.841729018,0.736123415,identify defects,non-cs
0.460728267,0.505678505,identify regions,non-cs
0.102388523,0.4054839,ieee international symposium,non-cs
0.68662773,0.866931607,ignoring potential problems,non-cs
0.742349048,0.533254306,iii argue,non-cs
0.189471229,0.524007363,image search,non-cs
0.497173034,0.727917508,immediate substructures,non-cs
0.202147906,0.793998688,immersive sensations,non-cs
0.260079261,0.494206408,immune system,non-cs
0.412389847,0.135072411,implement algorithms,non-cs
0.312588966,0.142852461,implement computing tasks,non-cs
0.495149463,0.350795111,implement dynamic sets,non-cs
0.64716075,0.062422816,implemented boolean algebra,non-cs
0.097535621,0.346627971,implementing active networking concepts,non-cs
0.706114454,0.949574354,implements short,non-cs
0.585729179,0.710707812,important example,non-cs
0.581566619,0.702210835,important intangible exchanges,non-cs
0.585369906,0.712548179,important role,non-cs
0.587435827,0.715210781,important task,non-cs
0.586152839,0.714766051,important topics,non-cs
0.699818122,0.74417366,impractically high bandwidth requirements,non-cs
0.209265877,0.841977007,improve efficiency,non-cs
0.201121655,0.836550608,improve physical,non-cs
0.207012894,0.839572272,improve prediction,non-cs
0.790599187,0.792770442,inadequate communication infrastructure,non-cs
0.45127654,0.398518958,include predicates,non-cs
0.896505716,0.387771909,includes double hashing functionality,non-cs
0.313308616,0.66251849,includes supporting planning,non-cs
0.87117719,0.708717018,including brain damage,non-cs
0.231555121,0.380841412,including engineering,non-cs
0.332326494,0.516009608,including expression evaluation,non-cs
0.156281184,0.555109954,including meteorology,non-cs
0.835914646,0.748358888,including plagiarism detection,non-cs
0.654116628,0.443730067,including underwater,non-cs
0.180833312,0.50065346,including visual,non-cs
0.467242288,0.383557239,inclusion function j,non-cs
0.781539785,0.80167081,incorrect answer,non-cs
0.540948543,0.815027573,increasing one,non-cs
0.09430012,0.277551501,increasingly online communication patterns,non-cs
0.578516273,0.739472828,increasingly used,non-cs
0.574771592,0.927713395,independent areas,non-cs
0.450929498,0.906187854,independent call control,non-cs
0.576626945,0.923266278,independent classification tasks,non-cs
0.586226252,0.923254045,independent processors,non-cs
0.56930952,0.919165317,independent software entities interact,non-cs
0.354886856,0.530851557,indicates whether,non-cs
0.379428504,0.463814237,indicator function ia,non-cs
0.380382949,0.460372641,indicator functions,non-cs
0.519741161,0.438736231,indirect recursion occurs,non-cs
0.750163403,0.591702375,individual gates,non-cs
0.29428452,0.527357556,individual speaker reads text,non-cs
0.479688771,0.884766836,induction of regular languages,non-cs
0.533204358,0.453906739,inductive principle,non-cs
0.530245475,0.45314284,inductive step,non-cs
0.267383222,0.363312374,industry consortium,non-cs
0.694992168,0.946938369,informal way,non-cs
0.851061003,0.546089049,information may,non-cs
0.312711259,0.301623767,information processing paradigms inspired,non-cs
0.30681566,0.304350546,information technology methods,non-cs
0.216735985,0.231300627,information technologysystems designsoftware design descriptions,non-cs
0.735102763,0.748785399,inherent difficulty,non-cs
0.478524819,0.693618482,inheritance typically begins,non-cs
0.155251742,0.668040116,initial conditions,non-cs
0.106617578,0.686107952,initially considered,non-cs
0.137271633,0.443391394,input devices  physical environments,non-cs
0.515266158,0.56368435,input number,non-cs
0.55615502,0.806899123,inputs get bigger,non-cs
0.371302488,0.126790355,inspired computational methodologies,non-cs
0.335707597,0.151859897,inspired computing,non-cs
0.335617071,0.151688485,inspired computing relates,non-cs
0.336214439,0.15185163,inspired computing uses,non-cs
0.642931421,0.930020396,instance zero rise time,non-cs
0.388203675,0.602843618,instances seen,non-cs
0.607167509,0.901664944,instead written generically,non-cs
0.765188332,0.632482421,instruction multiple,non-cs
0.508025826,0.465597208,insurance company,non-cs
0.186884752,0.393442268,integrated development environments,non-cs
0.274220677,0.888125695,intelligent foraging behaviour,non-cs
0.239651806,0.485197218,intensive care settings,non-cs
0.208633048,0.282329828,interactive experience,non-cs
0.924822993,0.497850046,interdisciplinary field,non-cs
0.92504522,0.497007186,interdisciplinary subfield,non-cs
0.500575321,0.800588445,interest grew,non-cs
0.313639116,0.397928908,interfaces recommendation introduces,non-cs
0.307014458,0.399772119,interfaces workshop,non-cs
0.287914294,0.589310163,interlinked set,non-cs
0.762414311,0.914726916,intermediate representation,non-cs
0.767096652,0.915834777,intermediate storage,non-cs
0.866727306,0.652180314,internal state,non-cs
0.865516025,0.652911549,internal state changes,non-cs
0.30482348,0.437456434,internally use,non-cs
0.106002169,0.29557277,internet routing registry works,non-cs
0.386587782,0.426609865,interpret svm models,non-cs
0.278560475,0.503241148,intersection condition,non-cs
0.764658334,0.786949779,intolerably bad,non-cs
0.283882223,0.074747624,introductory computer science classes,non-cs
0.433261937,0.485557958,intuitionistic equivalents,non-cs
0.273797006,0.871306635,intuitive notion,non-cs
0.27003319,0.876683503,intuitive way using information,non-cs
0.311761426,0.864018862,intuitively understood,non-cs
0.508307543,0.086793203,inverse iteration algorithm requires solving,non-cs
0.351057004,0.582214169,investigating solutions,non-cs
0.55397916,0.784233006,involve large amounts,non-cs
0.29376263,0.596850738,involved merging,non-cs
0.190154872,0.507070324,involves looking,non-cs
0.134128778,0.295283591,ip  interpreted,non-cs
0.722931344,0.922930897,isolated vocabulary,non-cs
0.771512835,0.376096698,isolation exploiting semantics,non-cs
0.560701381,0.598525875,iteration replacing,non-cs
0.311299792,0.610495951,iterations converges,non-cs
0.388180268,0.567438352,iterative fashion,non-cs
0.359504177,0.578400778,iteratively solving,non-cs
0.309812771,0.40354751,iterator concept,non-cs
0.213025824,0.504021589,iterators pointing,non-cs
0.531079402,0.531208172,jennifer lopez worn,non-cs
0.611036494,0.520627957,john biggs,non-cs
0.642372715,0.514127943,john mccarthy,non-cs
0.373960576,0.541805411,join operation,non-cs
0.102381573,0.406708695,joint international conference,non-cs
0.40060107,0.484332401,joint parameters,non-cs
0.618489882,0.522433822,jonathan baxter,non-cs
0.639849728,0.513598934,joseph hodges,non-cs
0.452757835,0.699513741,judged primarily,non-cs
0.669719102,0.459615434,julius caesar,non-cs
0.748847325,0.999201109,k - sparse graphs,non-cs
0.682854822,0.780179032,kevin fall started,non-cs
0.580278877,0.698341947,key algorithm,non-cs
0.587560841,0.702457236,key distinction,non-cs
0.482333678,0.756507109,key greater,non-cs
0.58238293,0.701902913,key properties,non-cs
0.585860236,0.707020081,key role,non-cs
0.694763319,0.896590087,lacks specialized features,non-cs
0.740455108,0.130725702,laman graphs arising,non-cs
0.5805401,0.514469379,lance fortnow,non-cs
0.570455715,0.664855588,landmark points,non-cs
0.591628515,0.442418892,langevin dynamics,non-cs
0.550518705,0.788875965,large body,non-cs
0.561155223,0.78567217,large deep generative models,non-cs
0.54857452,0.782494132,large number,non-cs
0.753133905,0.98801323,large sparse matrices,non-cs
0.54890691,0.785534613,large values,non-cs
0.558760578,0.787757367,large workspace,non-cs
0.450020939,0.697308869,largely based,non-cs
0.555802244,0.807161049,larger scale,non-cs
0.557873825,0.806841007,larger services infrastructure called,non-cs
0.603111036,0.488497825,larry stockmeyer  proceedings,non-cs
0.589153774,0.512783662,lars rnnbck,non-cs
0.376333404,0.225457499,laser lighting display,non-cs
0.644969891,0.841210401,last child node,non-cs
0.644173517,0.840965159,last step,non-cs
0.823891495,0.466406953,last two categories,non-cs
0.50486884,0.672569685,later expanded,non-cs
0.500196307,0.668340388,later used,non-cs
0.785485242,0.564009291,latter asks,non-cs
0.785671605,0.56446368,latter case form,non-cs
0.821646205,0.561979203,latter might,non-cs
0.787420729,0.565184992,latter notion,non-cs
0.408728764,3.44E-05,launched google image search,non-cs
0.540680993,0.725302734,laws commonly apply,non-cs
0.801308249,0.902549018,lazy inheritance,non-cs
0.794683318,0.908330663,lazy loading,non-cs
0.796396228,0.906994077,lazy loading demonstrated,non-cs
0.887332184,0.774898962,lazy loading mozilla web dev,non-cs
0.545888676,0.573529436,lcfrs  one,non-cs
0.418832863,0.377144862,lcfrs grammar,non-cs
0.487845832,0.92011598,lda  normal discriminant analysis,non-cs
0.366473628,0.060245627,leading ai textbooks define,non-cs
0.811602099,0.765866704,leak information,non-cs
0.017239904,0.446502327,learn interactions following,non-cs
0.019524075,0.464134261,learners become aware,non-cs
0.021678905,0.439383957,learning state,non-cs
0.573089963,0.948042825,least astonishment,non-cs
0.557416503,0.620092361,least one,non-cs
0.562594752,0.620607591,least one member,non-cs
0.571409552,0.948190969,least surprise,non-cs
0.069368405,0.420535805,lecture notes,non-cs
0.721862453,0.867155992,left child,non-cs
0.732984694,0.879871809,left subtree,non-cs
0.821529802,0.677874726,legal concept distinct,non-cs
0.601642143,0.501212125,leo breiman,non-cs
0.710501438,0.918054463,less common varieties,non-cs
0.448420589,0.970165692,less costly,non-cs
0.708306089,0.906044947,less detailed descriptions,non-cs
0.697257238,0.914567101,less died,non-cs
0.715518082,0.901158188,less like,non-cs
0.376540944,0.870274716,level details,non-cs
0.379140011,0.867744714,level tasks,non-cs
0.348169072,0.645381501,light entering,non-cs
0.443985664,0.979294038,lightweight application,non-cs
0.381590645,0.648614718,like aspect,non-cs
0.859336992,0.715942596,like crash simulations,non-cs
0.323710519,0.651839537,like environment,non-cs
0.231945483,0.811722304,like flexibility,non-cs
0.261390421,0.134487542,like many consumer cpus today,non-cs
0.253086522,0.528790995,like strings,non-cs
0.43004221,0.379333582,like syntax,non-cs
0.294504081,0.572844519,like topology,non-cs
0.550072217,0.740511742,likely possibilities often obtained,non-cs
0.724905209,0.929295016,limited comparison,non-cs
0.723230219,0.930923325,limited information,non-cs
0.724349727,0.937189504,limited number,non-cs
0.836644163,0.703176257,linear discriminant,non-cs
0.905023974,0.432518488,linear frequency,non-cs
0.428802791,0.529101284,lines representing,non-cs
0.416273383,0.373278218,linguistic notations,non-cs
0.417942002,0.372819758,linguistic theory,non-cs
0.247126001,0.444856511,links connected,non-cs
0.459848883,0.358187594,list elements,non-cs
0.316947636,0.727081805,listed directly,non-cs
0.35337763,0.813286155,literal implementation,non-cs
0.715688774,0.9319524,little computation,non-cs
0.69245008,0.909697438,little effect,non-cs
0.587622889,0.486846168,llew mason,non-cs
0.623807412,0.500592748,llewellyn thomas,non-cs
0.68273372,0.476648714,local approach,non-cs
0.552474671,0.47611174,local eigenmodes,non-cs
0.683255326,0.476127896,local searching,non-cs
0.667467616,0.175589413,logic gates,non-cs
0.339895542,0.849435948,logical objects,non-cs
0.336542469,0.851595255,logical operation performed,non-cs
0.333353149,0.853269241,logical point,non-cs
0.337131444,0.849109808,logically associated,non-cs
0.342066534,0.847347534,logically orthogonal aspects,non-cs
0.556334832,0.763525005,long history,non-cs
0.155814851,0.555925022,long range numerical weather prediction,non-cs
0.92764586,0.622504429,longer completely define,non-cs
0.561424375,0.810528718,longer periods,non-cs
0.617512435,0.424879819,loop come,non-cs
0.827419948,0.66511844,loop interchange depends,non-cs
0.867845175,0.542443057,loop interchange may lead,non-cs
0.728601928,0.919841316,low bytes,non-cs
0.73645711,0.969120456,low cpu usage,non-cs
0.734028627,0.896081012,lower bound,non-cs
0.734132594,0.901647436,lower bounds,non-cs
0.735414577,0.892079748,lower lip,non-cs
0.848352135,0.675930658,machine ethics differs,non-cs
0.297900963,0.06722847,machine learning algorithm studied since 1970s,non-cs
0.331931421,0.077568414,machine learning technique used,non-cs
0.275430821,0.395879643,made machines,non-cs
0.342787167,0.669273525,made possible,non-cs
0.313653606,0.850241237,made sense,non-cs
0.350397992,0.653093297,made visible,non-cs
0.419641842,0.226445236,magnetic storage media,non-cs
0.418924083,0.225543617,magnetic tapes,non-cs
0.442710817,0.737009808,main advantage,non-cs
0.438857382,0.73614949,main benefit,non-cs
0.726517408,0.738656616,main difference,non-cs
0.460696344,0.7315041,main foci,non-cs
0.460081508,0.731988336,main operation performed,non-cs
0.437960626,0.750165511,main principles,non-cs
0.457533311,0.734274444,main property,non-cs
0.493926124,0.401981162,maintain ordered lists,non-cs
0.712579664,0.740644548,major challenges,non-cs
0.483951534,0.743352585,major conference,non-cs
0.510296248,0.764314188,major innovations,non-cs
0.718840371,0.742813375,major problem,non-cs
0.49953479,0.752941185,major purpose,non-cs
0.474412374,0.739736045,major subset,non-cs
0.27991515,0.396006435,making unit situated,non-cs
0.329076863,0.326722938,managing information,non-cs
0.535355281,0.69019395,manipulate using standard dense,non-cs
0.716506261,0.632653881,many applications,non-cs
0.714551606,0.634377108,many applications especially,non-cs
0.982719969,0.736781663,many binary search trees,non-cs
0.733807251,0.657729914,many block ciphers,non-cs
0.717600264,0.623621071,many devices,non-cs
0.751406199,0.641663271,many different limbs,non-cs
0.74041673,0.651727466,many different matrix decompositions,non-cs
0.718269831,0.63312318,many disciplines,non-cs
0.713449167,0.72281667,many divide,non-cs
0.719550612,0.63558937,many factors,non-cs
0.698761951,0.619608304,many fields,non-cs
0.719022166,0.63175228,many forms,non-cs
0.728725959,0.632002927,many hypothesized types,non-cs
0.698438029,0.718815742,many important complexity classes,non-cs
0.728637946,0.639619917,many interdisciplinary socio,non-cs
0.717171545,0.640174624,many languages,non-cs
0.562316383,0.15305743,many memory debuggers require applications,non-cs
0.706947851,0.651318509,many optimization methods use,non-cs
0.717317081,0.61121644,many people,non-cs
0.612127393,0.776416967,many popular primality tests,non-cs
0.71660566,0.634296826,many potential implementations,non-cs
0.710524562,0.652343375,many programming languages,non-cs
0.716258746,0.627743712,many properties,non-cs
0.706207777,0.652979383,many register allocation approaches optimize,non-cs
0.719913459,0.632143514,many types,non-cs
0.718274377,0.631441497,many varieties,non-cs
0.221855655,0.559517911,map making world,non-cs
0.223234022,0.559521161,map updates,non-cs
0.254265653,0.729490674,mapping entirely determined,non-cs
0.305569236,0.715975966,maps precisely,non-cs
0.643017477,0.481968878,marcus frean,non-cs
0.540777064,0.524536844,marian petre,non-cs
0.599620021,0.487146444,mario szegedy,non-cs
0.610301884,0.519454613,mark torgerson,non-cs
0.848943459,0.330606959,markov property described,non-cs
0.826199903,0.343823734,markov random field may,non-cs
0.303396375,0.628487891,matching input,non-cs
0.241526447,0.393203732,materials science,non-cs
0.593288829,0.041399617,mathematical computability theorists study,non-cs
0.594986571,0.037614134,mathematical extension,non-cs
0.594122489,0.033971894,mathematical fields,non-cs
0.595758849,0.039127182,mathematical foundations,non-cs
0.553483771,0.079955099,mathematical optimization problem including constraints,non-cs
0.557610001,0.078034506,mathematical optimization problems involving,non-cs
0.598192206,0.040260743,mathematical proof certifying,non-cs
0.595940589,0.040157118,mathematical reasoning,non-cs
0.592662579,0.039302486,mathematical sciences,non-cs
0.593763544,0.03987542,mathematical systems theory,non-cs
0.594190165,0.041626284,mathematical tool designed,non-cs
0.587176401,0.032607213,mathematics focused,non-cs
0.694453232,0.31142149,matrix algorithms,non-cs
0.685256729,0.315365367,matrix containing,non-cs
0.688775085,0.313306188,matrix structures,non-cs
0.616832967,0.523183831,matthew kwan,non-cs
0.607219656,0.505064464,matthias braun,non-cs
0.367109243,0.729654642,maximal number,non-cs
0.270779427,0.856081914,maximize use,non-cs
0.377981588,0.894176131,maximizing comfort,non-cs
0.372588121,0.726168589,maximum amount,non-cs
0.372689422,0.726410108,maximum value,non-cs
0.855064094,0.560889328,may also,non-cs
0.908820726,0.555686802,may also include accounting software,non-cs
0.84471259,0.544344692,may execute,non-cs
0.205910192,0.839686129,may improve,non-cs
0.871737436,0.525943458,may include pointer functions,non-cs
0.797265753,0.800620561,may lack continuous network connectivity,non-cs
0.835884091,0.217828136,may recognize known ciphertexts,non-cs
0.845142861,0.545528472,may refer,non-cs
0.850813533,0.544352942,may use knowledge,non-cs
0.645253402,0.514241219,mccarthy evaluation,non-cs
0.562579491,0.46317923,mcgurk effect arises,non-cs
0.563947329,0.464899212,mcgurk effect based,non-cs
0.240108085,0.484605817,md simulations,non-cs
0.384164413,0.191223474,measure molecular dynamics,non-cs
0.379104397,0.44859511,measuring properties,non-cs
0.244825177,0.404354127,mechanical systems,non-cs
0.434826933,0.713048332,media player known,non-cs
0.290272053,0.655415851,mediated communications,non-cs
0.292437482,0.656717084,mediated reality,non-cs
0.502267469,0.612006652,medical imaging also establishes,non-cs
0.240585455,0.486077457,medical reasons,non-cs
0.515979517,0.870591766,meet third normal form standards,non-cs
0.516928339,0.870523418,meet third normal form would,non-cs
0.202082252,0.204676156,meeting software requirements rather,non-cs
0.343212838,0.412136169,membership inference,non-cs
0.873227157,0.760906696,membership inference attacks,non-cs
0.555070491,0.179925384,memory debuggers work,non-cs
0.841858906,0.770658704,memory leaks due,non-cs
0.335516601,0.486888708,mental states,non-cs
0.777636683,0.778261861,mental weaknesses,non-cs
0.293383763,0.73685914,mentioned explicitly,non-cs
0.454946273,0.314960254,merge operation,non-cs
0.449076243,0.307069096,mergeable heap structures,non-cs
0.161033943,0.266002297,messaging open service interface definition,non-cs
0.513168463,0.430923615,metacognition concerned,non-cs
0.34973084,0.471630828,method used,non-cs
0.360539323,0.460768612,methods defined,non-cs
0.612094544,0.599396214,methods including,non-cs
0.844697925,0.547803538,methods may,non-cs
0.780995296,0.720356044,metric facility location problem,non-cs
0.560062903,0.575705049,metric k-center,non-cs
0.630868197,0.507675094,michael collins,non-cs
0.625197449,0.507002144,michael halliday,non-cs
0.354361514,0.20941002,microbial intelligence,non-cs
0.307944282,0.025446074,microsoft created,non-cs
0.307937332,0.025492687,microsoft developed,non-cs
0.308158096,0.025038791,microsoft since,non-cs
0.907634012,0.556016967,might also need memory debuggers,non-cs
0.848414511,0.552394047,might contain,non-cs
0.839408217,0.216264061,might instead make cryptanalysis easier,non-cs
0.84716931,0.550780045,might specify,non-cs
0.568693171,0.682616203,military significance,non-cs
0.673655566,0.401805961,min item allocation,non-cs
0.691001054,0.939483561,minimal evaluation,non-cs
0.765114044,0.401737922,minimizing cost,non-cs
0.60923296,0.860888017,minimum capacity,non-cs
0.609170529,0.860417025,minimum cut,non-cs
0.60673196,0.8575794,minimum feedback arc set,non-cs
0.779492441,0.762810193,misleading equivalence,non-cs
0.16457975,0.248921628,mit open courseware,non-cs
0.165759383,0.243311808,mit press,non-cs
0.16583555,0.243607197,mit scheme,non-cs
0.605444229,0.498145405,mitchell waldrop,non-cs
0.809131762,0.697502858,mixed reality,non-cs
0.355407194,0.483924206,modality studied,non-cs
0.394420748,0.444656956,model context,non-cs
0.787288328,0.706983457,model nonlinear processes,non-cs
0.403447678,0.431893825,model sequences,non-cs
0.74286991,0.912926185,model various low,non-cs
0.254854486,0.391932642,modeling systems,non-cs
0.63431749,0.69627349,models need,non-cs
0.119175885,0.7537718,modern application,non-cs
0.118404383,0.753362684,modern branch,non-cs
0.121208804,0.753463093,modern practice offers essentially,non-cs
0.128203794,0.753459127,modern robust optimization deals primarily,non-cs
0.118252837,0.753525624,modern self,non-cs
0.1175205,0.753270712,modern study,non-cs
0.119562074,0.754729198,modern technology,non-cs
0.162413162,0.396032921,modify class prototype,non-cs
0.373921607,0.186410674,molecular biology,non-cs
0.382272954,0.191235707,molecular dynamics generally leads,non-cs
0.382838916,0.190801563,molecular dynamics models,non-cs
0.383303467,0.191170052,molecular mechanics,non-cs
0.153917918,0.175692141,monitoring brain function,non-cs
0.539429809,0.172518611,monitoring memory access,non-cs
